               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,             0.05291,            0.001772,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00053458,          0.00053458,          0.00053458
                  23,             0.05291,            0.001772,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00053458,          0.00053458,          0.00053458
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  24,            0.051555,           0.0017676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00051584,          0.00051584,          0.00051584
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  25,            0.051589,           0.0017618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00049695,          0.00049695,          0.00049695
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  26,            0.050456,           0.0017106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00047799,          0.00047799,          0.00047799
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  27,            0.051075,           0.0017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00045902,          0.00045902,          0.00045902
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  28,            0.052134,           0.0017622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044014,          0.00044014,          0.00044014
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  29,             0.05023,           0.0017257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004214,           0.0004214,           0.0004214
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  30,             0.05031,           0.0016575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040288,          0.00040288,          0.00040288
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  31,              0.0496,             0.00173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038466,          0.00038466,          0.00038466
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  32,            0.048811,            0.001663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036681,          0.00036681,          0.00036681
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  33,            0.049052,           0.0017065,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0003494,           0.0003494,           0.0003494
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  34,            0.048857,           0.0016718,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033249,          0.00033249,          0.00033249
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  35,            0.048456,           0.0016742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031616,          0.00031616,          0.00031616
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  36,             0.04893,           0.0016364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030047,          0.00030047,          0.00030047
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  37,            0.048645,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028548,          0.00028548,          0.00028548
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  38,            0.047814,           0.0016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027125,          0.00027125,          0.00027125
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  39,            0.046853,           0.0016643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00025783,          0.00025783,          0.00025783
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  40,            0.045867,            0.001586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00024528,          0.00024528,          0.00024528
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  41,            0.046285,           0.0016033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00023365,          0.00023365,          0.00023365
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
                  42,            0.046506,           0.0016076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022299,          0.00022299,          0.00022299
